loss,final,prior,boundary,box,anchor,distill,binarize,binary_boundary,binary_area,binary_distance,residual,alpha,alpha_std,alpha_min,alpha_max,box_scale,temperature,threshold,threshold_sharpness,w_final,w_prior,w_boundary,w_box,w_anchor,w_distill,w_binarize,w_binary_boundary,w_binary_area,w_binary_distance,step,epoch,window_n,tag
0.9602141964164648,0.5076160237193108,0.0898773149333217,0.005676741913405501,0.24417997056787663,0.0,0.0,0.1391962767663327,0.0,0.0,0.0,0.0,0.5270110601728613,0.0,0.5270110601728613,0.5270110601728613,2.421464011885903,1.0,0.5992960182103244,12.004795104807073,1.0052780064669522,1.0053358316421508,1.0053239090876145,1.0052270851351999,1.00532538078048,0.0,1.0053148264234717,0.0,0.0,0.0,220,1,220,step
0.8536729058081454,0.4841834944757548,0.09733449645679106,0.005667733040172607,0.20572198575193232,0.0,0.0,0.1350350917401639,0.0,0.0,0.0,0.0,0.6315602240237322,0.0,0.6315602240237322,0.6315602240237322,2.2103447675704957,1.0,0.5896429080854763,12.01346559524536,1.0147514473308217,1.0148009657859802,1.0148508418690074,1.0147259414196015,1.014852369373495,0.0,1.01485249616883,0.0,0.0,0.0,440,1,220,step
0.7904761010272936,0.4644635665145787,0.1014565199952234,0.005880541699430482,0.19919019585305994,0.0,0.0,0.13913758400488985,0.0,0.0,0.0,0.0,0.6855938076972962,0.0,0.6855938076972962,0.6855938076972962,2.1931684212251144,1.0,0.5863694860176607,12.021427752754905,1.02394739985466,1.0238061292604967,1.0239320408214223,1.0237161414189773,1.023933038928292,0.0,1.023934982581572,0.0,0.0,0.0,660,1,220,step
0.7284394569694996,0.4645519471303983,0.09272125359963287,0.005918967344438319,0.20297750993208452,0.0,0.0,0.1277930407022888,0.0,0.0,0.0,0.0,0.708904966711998,0.0,0.708904966711998,0.708904966711998,2.2042912244796753,1.0,0.5782570876858452,12.029700764742765,1.0332321763038634,1.0330013464797627,1.0331487514755942,1.0329088633710688,1.0331519359892065,0.0,1.0331596011465245,0.0,0.0,0.0,880,1,220,step
0.6795064388351006,0.4594960172067989,0.09683927649801427,0.006014824905221096,0.1922631415453824,0.0,0.0,0.13648523803461682,0.0,0.0,0.0,0.0,0.7207420221783898,0.0,0.7207420221783898,0.7207420221783898,2.2326247865503484,1.0,0.576919962330298,12.038091949983077,1.0427176448431883,1.0423979477448897,1.0425876942547885,1.0421314217827538,1.042594691840085,0.0,1.042591249400919,0.0,0.0,0.0,1100,2,220,step
0.6459636148403991,0.4583157204091549,0.09691392169757322,0.0057085255795920435,0.20673103359612552,0.0,0.0,0.13535895486446944,0.0,0.0,0.0,0.0,0.7293720432303169,0.0,0.7293720432303169,0.7293720432303169,2.217471538890492,1.0,0.5774644114754417,12.046668520840731,1.0521834563125263,1.0519388085061854,1.052173075350848,1.0514810453761707,1.0521812178871848,0.0,1.0521210870959543,0.0,0.0,0.0,1320,2,220,step
0.5880386929281733,0.45411600606008007,0.0938151620159095,0.0057995031460780985,0.20896197774193503,0.0,0.0,0.12609540716829626,0.0,0.0,0.0,0.0,0.7339798531749032,0.0,0.7339798531749032,0.7339798531749032,2.2029305577278135,1.0,0.5803695434873755,12.054897130619397,1.0610591249032455,1.0609206156297164,1.0612366990609603,1.060243625532497,1.0612440082159909,0.0,1.061139274185354,0.0,0.0,0.0,1540,2,220,step
0.5348880093883385,0.455334716222503,0.093821224773472,0.005621130366555669,0.20052151029760187,0.0,0.0,0.12687044536525552,0.0,0.0,0.0,0.0,0.7382876236330379,0.0,0.7382876236330379,0.7382876236330379,2.2081041661175815,1.0,0.5805253481323068,12.063671259446577,1.070688279650428,1.0706745781681755,1.071032913164659,1.069660779021003,1.0710413721474734,0.0,1.0709392330863259,0.0,0.0,0.0,1760,2,220,step
0.49629285938360473,0.45916866328228606,0.0971157845956358,0.005704602628247813,0.19136307727206836,0.0,0.0,0.1350630845874548,0.0,0.0,0.0,0.0,0.740263187343424,0.0,0.740263187343424,0.740263187343424,2.214259367639368,1.0,0.5773318913849917,12.07226820859042,1.0801105445081538,1.080341468074105,1.0807873314077203,1.0792178240689365,1.0807969147508794,0.0,1.0805987699465318,0.0,0.0,0.0,1980,3,220,step
0.4306517412378029,0.45052553537217055,0.09576388194479725,0.005915414325003935,0.1915300407192924,0.0,0.0,0.12686636021191425,0.0,0.0,0.0,0.0,0.7417380910028111,0.0,0.7417380910028111,0.7417380910028111,2.224162085489793,1.0,0.5808076931671663,12.081286768479782,1.089714133197611,1.0903432109139182,1.0908886248415166,1.0888929605484008,1.0908989895473826,0.0,1.0906031733209436,0.0,0.0,0.0,2200,3,220,step
0.3741313319991935,0.4465790602971207,0.08938847626136108,0.005868370129345831,0.19534408016638322,0.0,0.0,0.1254465346986597,0.0,0.0,0.0,0.0,0.7461906517093831,0.0,0.7461906517093831,0.7461906517093831,2.2223775148391725,1.0,0.5768693184310739,12.090559929067439,1.0998173605312,1.1007272639057852,1.1013490443879907,1.0991289057514884,1.1013639612631365,0.0,1.1009947045282884,0.0,0.0,0.0,2420,3,220,step
0.39225251231003894,0.4625147958370772,0.09912144218317487,0.005655596914849329,0.2195153073831038,0.0,0.0,0.13467053449289365,0.0,0.0,0.0,0.0,0.748913434418765,0.0,0.748913434418765,0.748913434418765,2.2118765137412333,1.0,0.5768271988088435,12.099739577553489,1.1097997963428496,1.1111616015434265,1.1118209936402061,1.1091464633291417,1.1118390115824612,0.0,1.111385589838028,0.0,0.0,0.0,2640,3,220,step
