loss,final,prior,boundary,box,anchor,distill,binarize,binary_boundary,binary_area,binary_distance,residual,alpha,alpha_std,alpha_min,alpha_max,box_scale,temperature,threshold,threshold_sharpness,w_final,w_prior,w_boundary,w_box,w_anchor,w_distill,w_binarize,w_binary_boundary,w_binary_area,w_binary_distance,step,epoch,window_n,tag
0.9815193593502045,0.5107140507210385,0.09749969096684998,0.005472202064596456,0.2550004799257625,0.0,0.0,0.13910010800781575,0.0,0.0,0.0,0.0,0.528310826420784,0.0,0.528310826420784,0.528310826420784,2.4150310212915596,1.0,0.5999887853860855,12.004965370351618,1.0052222696217623,1.0052932576699691,1.0052981961857188,1.0052736883813684,1.0052985933693972,0.0,1.005275025692853,0.0,0.0,0.0,220,1,220,step
0.8286217521537435,0.4790764059532772,0.09064027783884243,0.005922379802425646,0.1979084321043708,0.0,0.0,0.13019009141082113,0.0,0.0,0.0,0.0,0.6338687980716878,0.0,0.6338687980716878,0.6338687980716878,2.210759354721416,1.0,0.5888109022920782,12.013688677007503,1.0150430354205044,1.0148546446453441,1.0148208195512944,1.0151204130866311,1.0148239384997975,0.0,1.014853523536162,0.0,0.0,0.0,440,1,220,step
0.8157107056541877,0.4742003000595353,0.1039930415593765,0.0059892143816052176,0.21154824901710856,0.0,0.0,0.140259011851793,0.0,0.0,0.0,0.0,0.6881264472549612,0.0,0.6881264472549612,0.6881264472549612,2.203113435615193,1.0,0.5813250457698649,12.02207785953175,1.0244397829879415,1.0240244144743138,1.0240219045769086,1.0243400129404936,1.0240286962552505,0.0,1.0240497719157826,0.0,0.0,0.0,660,1,220,step
0.7032701195640998,0.45675192949446763,0.0892565746199001,0.00576018774881959,0.18971192213622007,0.0,0.0,0.12949489703909917,0.0,0.0,0.0,0.0,0.7114527973261746,0.0,0.7114527973261746,0.7114527973261746,2.2073570381511343,1.0,0.5786573374813253,12.030533729900013,1.0338313362815164,1.033242296630686,1.0332451040094548,1.0336293486031618,1.0332536442713305,0.0,1.0332624435424804,0.0,0.0,0.0,880,1,220,step
0.6863576171750372,0.4600807682357051,0.09490789385004476,0.005871506840710274,0.20426492420109835,0.0,0.0,0.132206290113655,0.0,0.0,0.0,0.0,0.722705016894774,0.0,0.722705016894774,0.722705016894774,2.2161838737401096,1.0,0.5771400546485728,12.038727781989358,1.04291405135935,1.0423207093368878,1.042284360257062,1.0425421405922284,1.0422943342815747,0.0,1.0423305430195549,0.0,0.0,0.0,1100,2,220,step
0.6428182526068253,0.46184872273694383,0.09951206303455613,0.00588944144917398,0.20032784938812256,0.0,0.0,0.1321945076639002,0.0,0.0,0.0,0.0,0.7301495259458368,0.0,0.7301495259458368,0.7301495259458368,2.220872141014446,1.0,0.5783379118550908,12.047513337568803,1.0523875252767043,1.0518661883744327,1.0518775994127447,1.0521957408298146,1.051891227201982,0.0,1.0518819565122777,0.0,0.0,0.0,1320,2,220,step
0.573234015906399,0.4552028020674532,0.09228027349507267,0.0057784762863196774,0.19205878620797937,0.0,0.0,0.13142963807013902,0.0,0.0,0.0,0.0,0.7358076491139152,0.0,0.7358076491139152,0.7358076491139152,2.2080588297410446,1.0,0.5794970880855214,12.055998581106012,1.0616963256489147,1.061277014017105,1.0613933525302193,1.0614192388274453,1.0614066904241388,0.0,1.0613217370076613,0.0,0.0,0.0,1540,2,220,step
0.5411198439584537,0.44989158003167673,0.09468935460529544,0.0056045594212429765,0.20920820154926995,0.0,0.0,0.12926353629339826,0.0,0.0,0.0,0.0,0.7389054279435765,0.0,0.7389054279435765,0.7389054279435765,2.2154521465301515,1.0,0.5796104628931392,12.064371438459917,1.071118343960155,1.0707675126465883,1.0708965014327656,1.0705466042865406,1.0709108114242554,0.0,1.0708002068779685,0.0,0.0,0.0,1760,2,220,step
0.5627018914642659,0.46441544436595655,0.10584696345031261,0.005749384747733447,0.23287346173416484,0.0,0.0,0.14187306114895779,0.0,0.0,0.0,0.0,0.7420393561775034,0.0,0.7420393561775034,0.7420393561775034,2.2047866030172867,1.0,0.5768496721982956,12.07337852824818,1.0807113912972537,1.0805466429753736,1.0807619447057897,1.0798887306993659,1.0807776749134064,0.0,1.0806170777841049,0.0,0.0,0.0,1980,3,220,step
0.43563638390465215,0.4505838417194106,0.09541252177547324,0.005850022785175084,0.19240073561668397,0.0,0.0,0.13126176304437898,0.0,0.0,0.0,0.0,0.7440664462067864,0.0,0.7440664462067864,0.7440664462067864,2.219777291471308,1.0,0.5794353317130696,12.082291893525557,1.090240696885369,1.090419698303396,1.0907842885364185,1.0893311115828428,1.0908015451648019,0.0,1.0904942349954085,0.0,0.0,0.0,2200,3,220,step
0.36615385877137835,0.4520528244023973,0.08471253478730267,0.005765185394028032,0.192577756263993,0.0,0.0,0.11989726283672181,0.0,0.0,0.0,0.0,0.7467346134510907,0.0,0.7467346134510907,0.7467346134510907,2.2227918191389606,1.0,0.5799726860089736,12.091490129991012,1.1001280519095333,1.1007216437296434,1.101075318184766,1.0993548783389004,1.1010942708362232,0.0,1.10076744556427,0.0,0.0,0.0,2420,3,220,step
0.33074400289492173,0.45073144341057,0.09541756497188048,0.005779391070510345,0.18275425596670672,0.0,0.0,0.128642102567987,0.0,0.0,0.0,0.0,0.7492695358666507,0.0,0.7492695358666507,0.7492695358666507,2.2124661553989755,1.0,0.5766240631992167,12.100116049159658,1.1095387973568656,1.1105659642002799,1.1109318164261905,1.1090933588418093,1.1109532009471546,0.0,1.1105860130353407,0.0,0.0,0.0,2640,3,220,step
